Confirmation,OrbitalPeriod,PlanetRadius,InsolationFlux,EquilibriumTemp,StellarEffectiveTemp,StellarRadius,RA,Dec
CONFIRMED,5.826657508,4.09,1013.0,248.57,5561.0,1.06,288.1647,45.816509
CONFIRMED,12.41216347,2.58,787.0,90.65,5561.0,1.06,288.1647,45.816509
CONFIRMED,18.74649011,3.05,686.0,52.38,5561.0,1.06,288.1647,45.816509
CONFIRMED,20.86021229,5.5,781.0,87.76,6035.0,1.257,294.02301,45.853081
CONFIRMED,42.63427848,5.22,615.0,33.82,6035.0,1.257,294.02301,45.853081
CONFIRMED,87.6476068,4.0,484.0,12.94,6035.0,1.257,294.02301,45.853081
CANDIDATE,9.61731426,1.94,1010.0,246.13,6035.0,1.257,294.02301,45.853081
CONFIRMED,9.467821474,2.13,407.0,6.47,3582.0,0.458,283.73203,45.958771
CONFIRMED,0.893040969,1.24,893.0,151.14,3582.0,0.458,283.73203,45.958771
CONFIRMED,4.942783419,10.62,1008.0,244.42,5514.0,0.978,296.20059,49.140121
CONFIRMED,20.83426731,2.74,595.0,29.62,5537.0,0.88,293.01828,45.914688
CONFIRMED,9.94602357,3.12,807.0,100.34,5344.0,1.013,296.06424,45.976841
CONFIRMED,1.04562195,1.45,1710.0,2031.84,5344.0,1.013,296.06424,45.976841
CONFIRMED,5.71462396,1.78,971.0,210.16,5344.0,1.013,296.06424,45.976841
FALSE POSITIVE,102.9641952,39.0,797.0,95.4,5047.0,7.119,296.81772,46.781509
CONFIRMED,8.14515981,3.43,1050.0,287.91,5896.0,1.24,290.41327,38.34375
CONFIRMED,18.9985279,43.17,792.0,93.03,5896.0,1.24,290.41327,38.34375
CONFIRMED,4.24439049,2.07,1305.0,686.99,5896.0,1.24,290.41327,38.34375
CANDIDATE,90.1240507,7.12,485.0,13.09,6520.0,1.215,293.22391,38.033581
CONFIRMED,28.5742692,2.32,538.0,19.83,5551.0,0.812,296.98102,43.209751
CANDIDATE,856.672115,3.87,242.0,0.81,6449.0,1.309,287.58679,47.600021
CANDIDATE,0.689210173,1.32,1943.0,3362.71,5630.0,0.954,281.55118,47.469959
CONFIRMED,7.34373964,1.84,839.0,117.5,5757.0,0.762,296.23215,47.678959
FALSE POSITIVE,0.445277068,35.74,2562.0,10177.11,6167.0,1.064,297.10349,47.64357
FALSE POSITIVE,0.379463865,59.56,3000.0,19256.81,5075.0,1.783,290.91119,38.335579
FALSE POSITIVE,9.88047978,23.6,860.0,129.45,6113.0,0.917,281.66916,42.038639
FALSE POSITIVE,4.6484156,5.06,2259.0,6152.88,6980.0,3.482,295.26682,38.61124
FALSE POSITIVE,17.512014768,13.66,804.0,98.77,6224.0,1.132,287.61633,39.127239
CANDIDATE,3.9886021,34.39,3145.0,23135.72,4813.0,13.652,289.09323,49.424484
CANDIDATE,0.533059312,133.56,5862.0,277887.7,8523.0,4.051,286.0192,48.866741
FALSE POSITIVE,0.525154153,23.61,2073.0,4391.51,5582.0,0.846,295.09866,41.007038
FALSE POSITIVE,1.303861044,27.85,1610.0,1595.19,5758.0,0.902,298.13589,41.332062
FALSE POSITIVE,0.73452496,,,,,,293.28799,41.560455
FALSE POSITIVE,2.55549176,23.35,1312.0,701.68,5948.0,0.901,298.77325,41.214729
FALSE POSITIVE,2.947376671,403.59,2404.0,7903.84,8090.0,2.234,292.61194,43.305141
CONFIRMED,224.7789355,7.67,333.0,2.92,5873.0,1.235,291.65317,44.688271
FALSE POSITIVE,0.890110752,1.25,1372.0,838.42,4768.0,0.711,291.17068,38.008591
FALSE POSITIVE,5.76573396,7.47,1964.0,3518.78,5772.0,4.434,294.52557,38.204632
CONFIRMED,7.42608123,2.47,1037.0,273.78,6049.0,1.176,292.7131,38.358212
CONFIRMED,15.9868932,1.62,803.0,98.51,6049.0,1.176,292.7131,38.358212
FALSE POSITIVE,0.73094589,17.12,1922.0,3248.17,5901.0,0.848,289.7962,38.351181
CONFIRMED,18.92537246,13.92,1171.0,443.58,4941.0,4.885,286.49042,38.374908
FALSE POSITIVE,0.933749106,3.22,2863.0,15822.49,6215.0,2.188,292.77588,47.461689
FALSE POSITIVE,2.037440623,1.19,1572.0,1448.05,6253.0,1.015,295.79526,47.66396
CANDIDATE,129995.7784,2.99,25.0,0.0,4500.0,0.726,296.82162,47.354031
CONFIRMED,31.5925809,1.78,688.0,53.09,5676.0,1.487,295.92065,47.448608
CONFIRMED,17.157236,1.55,844.0,119.87,5676.0,1.487,295.92065,47.448608
CONFIRMED,1.97376085,8.78,753.0,76.1,3807.0,0.503,292.0683,38.84227
CANDIDATE,13.118962443,8.25,1768.0,2310.43,7221.0,4.24,282.00031,48.542221
FALSE POSITIVE,4.618767792,7.48,1170.0,442.78,6013.0,1.033,297.31006,49.703041
CANDIDATE,7.82187328,2.78,2101.0,4601.71,7221.0,4.24,282.00031,48.542221
CANDIDATE,53.5057611,2.52,675.0,49.16,6247.0,1.762,295.80267,45.988079
CONFIRMED,2.785821236,1.69,1784.0,2388.98,6202.0,1.733,287.36182,38.714016
FALSE POSITIVE,52.56901867,78.54,737.0,69.62,7240.0,1.717,290.94437,38.538868
FALSE POSITIVE,3.411758679,14.71,684.0,51.85,3995.0,0.561,298.9917,41.074989
FALSE POSITIVE,0.525426427,1.45,2069.0,4349.62,5791.0,0.802,291.82181,41.11269
CONFIRMED,1.269091415,1.41,1331.0,740.47,5041.0,0.766,296.86099,41.09734
CONFIRMED,2.853133997,1.36,1016.0,251.77,5041.0,0.766,296.86099,41.09734
CONFIRMED,6.79685353,2.01,985.0,222.91,6061.0,0.97,294.16321,41.451801
FALSE POSITIVE,8.667822346,67.37,1303.0,681.39,6266.0,1.889,299.39972,45.316051
CONFIRMED,1.475323222,5.88,2740.0,13331.51,4941.0,4.885,286.49042,38.374908
CONFIRMED,4.15246118,7.62,1941.0,3354.56,4941.0,4.885,286.49042,38.374908
FALSE POSITIVE,6.7210783,,,,,,291.6069,38.348061
CONFIRMED,8.7348852,1.59,890.0,148.62,5982.0,0.96,287.44409,38.088428
FALSE POSITIVE,10.26547688,1.81,770.0,83.13,5699.0,0.853,292.27905,38.284531
CANDIDATE,13.4471791,5.24,848.0,122.34,6276.0,1.041,292.37476,37.630959
FALSE POSITIVE,3.305577989,25.89,1027.0,263.55,5534.0,0.707,292.07849,38.631481
FALSE POSITIVE,4.800653901,16.91,1347.0,778.45,6715.0,1.241,296.13391,38.999008
FALSE POSITIVE,15.06649901,56.44,932.0,177.96,5751.0,1.626,293.92599,38.73798
FALSE POSITIVE,34.82008158,11.36,459.0,10.49,5114.0,0.784,286.86926,39.103729
FALSE POSITIVE,0.651784374,33.65,2090.0,4500.59,5555.0,1.061,291.99988,38.437698
FALSE POSITIVE,1.353771892,430.99,4903.0,136609.48,4283.0,15.76,292.71964,48.852016
FALSE POSITIVE,18.95491633,71.39,1139.0,397.48,6362.0,2.534,284.02679,49.415428
FALSE POSITIVE,4.348866254,2436.69,6421.0,401588.95,3598.0,101.451,298.80411,40.843563
FALSE POSITIVE,47.93094546,68.02,905.0,158.41,8214.0,1.938,295.59872,50.720669
FALSE POSITIVE,3.99751422,2.98,2203.0,5563.95,5066.0,5.324,283.73642,44.71331
FALSE POSITIVE,1.592633181,1.56,1053.0,290.51,4506.0,0.651,291.76196,37.09864
CONFIRMED,67.5923754,12.1,588.0,28.2,6038.0,1.744,295.58658,45.364979
CONFIRMED,17.02902786,2.54,755.0,76.66,5839.0,1.067,290.51047,41.24482
CONFIRMED,6.84619236,1.67,1022.0,258.41,5839.0,1.067,290.51047,41.24482
CONFIRMED,67.8321638,2.39,476.0,12.14,5839.0,1.067,290.51047,41.24482
CONFIRMED,43.1312147,2.39,554.0,22.21,5839.0,1.067,290.51047,41.24482
CONFIRMED,1.224866441,1.54,1741.0,2174.33,5553.0,1.107,290.60794,41.201092
CONFIRMED,37.8102649,2.33,566.0,24.27,6085.0,0.973,289.7767,38.26228
CONFIRMED,25.93406406,2.48,695.0,55.1,5952.0,1.225,291.97617,38.05508
CONFIRMED,83.4463485,2.73,471.0,11.59,5952.0,1.225,291.97617,38.05508
FALSE POSITIVE,7.04710032,25.2,986.0,223.84,5766.0,1.068,290.13492,38.404221
CONFIRMED,12.99204853,2.03,866.0,132.94,5765.0,1.242,291.42358,38.216591
FALSE POSITIVE,11.11620211,8.96,853.0,125.21,6122.0,0.996,295.29193,38.964588
FALSE POSITIVE,1.922861499,5.09,1392.0,884.12,5778.0,0.911,291.44507,38.637211
FALSE POSITIVE,0.635445336,19.0,1177.0,451.42,3920.0,0.55,285.08026,39.18211
FALSE POSITIVE,1.665784138,97.27,2636.0,11424.49,6261.0,2.789,291.47629,38.50058
FALSE POSITIVE,55.6639167,34.14,434.0,8.38,5587.0,0.853,294.74054,39.015511
CONFIRMED,52.09081627,7.14,592.0,29.07,6198.0,1.324,300.51712,44.38158
FALSE POSITIVE,7.1548608,7.41,1482.0,1141.57,7443.0,1.739,289.87411,49.68549
CONFIRMED,4.28746668,2.29,942.0,186.31,5296.0,0.815,291.0488,36.839882
FALSE POSITIVE,2.002779769,1.42,1311.0,696.4,5346.0,0.892,298.44775,47.264999
CONFIRMED,8.18739443,1.92,782.0,88.36,5251.0,0.849,291.92596,38.014118
CONFIRMED,76.0498163,1.75,372.0,4.53,5251.0,0.849,291.92596,38.014118
CONFIRMED,3.341799486,1.67,1356.0,798.41,5873.0,1.235,291.65317,44.688271
FALSE POSITIVE,3.3226948,15.33,3859.0,52428.3,5234.0,16.959,288.68259,41.30732
FALSE POSITIVE,36.97708808,38.6,602.0,31.08,5589.0,1.239,288.44287,41.17218
FALSE POSITIVE,1.851409163,20.42,2154.0,5090.14,7117.0,1.469,293.2735,41.25769
FALSE POSITIVE,1.303859704,0.98,2393.0,7759.2,6802.0,1.521,298.13794,41.334358
FALSE POSITIVE,145.5624926,40.15,387.0,5.33,6148.0,1.095,286.49072,37.489979
CONFIRMED,3.749105745,1.68,1160.0,428.25,5751.0,0.983,290.88467,38.057571
CONFIRMED,11.08956602,3.51,1422.0,965.62,6353.0,2.867,291.03192,38.21196
CANDIDATE,7.37290344,2.67,1004.0,240.11,5973.0,1.07,291.65097,38.028179
FALSE POSITIVE,7.24476126,0.65,837.0,116.02,5370.0,0.874,294.49011,38.194126
CANDIDATE,119.0624882,10.4,366.0,4.26,5697.0,0.92,287.88812,39.078709
CONFIRMED,8.70798309,2.01,543.0,20.59,4362.0,0.554,293.80441,38.63913
CANDIDATE,14.8623076,1.57,454.0,10.08,4362.0,0.554,293.80441,38.63913
CONFIRMED,4.17634276,1.23,694.0,54.8,4362.0,0.554,293.80441,38.63913
CONFIRMED,27.40229859,3.63,734.0,68.46,6198.0,1.324,300.51712,44.38158
CONFIRMED,3.179267286,1.21,1101.0,347.01,5511.0,0.857,295.57416,42.806438
CONFIRMED,10.38122447,2.18,672.0,48.37,5095.0,0.78,291.36478,37.609169
CONFIRMED,24.5709023,2.82,505.0,15.33,5095.0,0.78,291.36478,37.609169
FALSE POSITIVE,81.221876,16.59,385.0,5.2,5619.0,0.874,296.38229,48.045311
FALSE POSITIVE,0.817026268,2.92,1784.0,2386.13,5619.0,0.874,296.38229,48.045311
CONFIRMED,3.024092505,12.14,1489.0,1162.54,6063.0,1.358,285.24084,46.668251
FALSE POSITIVE,5.670155713,5.85,341.0,3.21,3337.0,0.183,292.26181,41.442554
CONFIRMED,1.022678654,1.14,1734.0,2138.47,5366.0,1.02,296.68045,41.38652
CONFIRMED,12.10968709,2.98,1005.0,240.8,6021.0,1.458,293.08463,41.135441
CONFIRMED,4.75796103,1.7,1372.0,835.65,6021.0,1.458,293.08463,41.135441
CONFIRMED,20.4972755,2.96,843.0,119.42,6021.0,1.458,293.08463,41.135441
FALSE POSITIVE,13.55480534,0.62,679.0,50.41,5370.0,0.874,294.49011,38.194126
FALSE POSITIVE,29.74454668,20.06,455.0,10.1,4889.0,0.788,297.75708,41.680454
FALSE POSITIVE,14.15402428,53.25,777.0,86.13,5850.0,1.037,290.35294,41.769741
FALSE POSITIVE,0.844786082,35.27,1864.0,2846.03,5705.0,0.915,298.71152,41.635792
FALSE POSITIVE,0.848483947,32.11,1908.0,3117.82,5941.0,0.936,292.23679,41.7393
FALSE POSITIVE,11.99097576,37.47,880.0,141.63,6110.0,1.072,296.29855,41.602718
CONFIRMED,53.5292702,2.28,348.0,3.48,4736.0,0.708,293.74393,38.939281
FALSE POSITIVE,0.393726813,24.17,2705.0,12661.53,6277.0,1.031,294.65121,38.636459
CONFIRMED,2.757584622,1.01,615.0,33.79,3683.0,0.424,292.57703,39.12088
CONFIRMED,0.928310036,1.16,1115.0,365.72,4109.0,0.602,291.69247,38.572899
CONFIRMED,13.48457668,3.39,929.0,176.29,6198.0,1.324,300.51712,44.38158
CONFIRMED,31.8841473,3.7,563.0,23.82,5779.0,0.974,293.56815,39.03632
CANDIDATE,16.15811112,86.13,660.0,44.83,5619.0,0.874,296.38229,48.045311
FALSE POSITIVE,67.69213907,175.98,1173.0,448.21,5355.0,10.703,293.47363,46.970402
CONFIRMED,12.06222962,1.62,750.0,74.8,5547.0,0.933,296.49612,47.182861
CONFIRMED,9.93146307,2.41,931.0,177.83,5782.0,1.22,291.49942,37.05928
CONFIRMED,21.85362905,1.75,618.0,34.57,5830.0,0.876,290.72867,37.252651
CONFIRMED,8.19345065,1.74,1144.0,405.75,6021.0,1.458,293.08463,41.135441
FALSE POSITIVE,19.97867,6.85,1351.0,788.02,9651.0,1.895,299.15353,40.286961
CONFIRMED,41.8059544,2.02,533.0,19.02,5907.0,0.973,290.1315,41.3815
FALSE POSITIVE,15.45158184,2.02,1285.0,643.83,7839.0,2.069,297.98123,41.44487
FALSE POSITIVE,89.698168533,102.08,554.0,22.33,6214.0,1.583,299.0209,44.17276
FALSE POSITIVE,1.187352427,67.35,2251.0,6067.3,6424.0,1.489,285.06335,44.167885
FALSE POSITIVE,3.012476582,65.25,2371.0,7471.65,8601.0,2.031,294.1434,39.089779
CONFIRMED,4.77800306,1.85,932.0,177.79,5192.0,0.873,299.13922,40.94902
FALSE POSITIVE,7.814839231,5.33,903.0,156.74,5887.0,0.931,294.02725,41.675968
FALSE POSITIVE,29.7452499,3.6,557.0,22.74,5334.0,1.004,297.75311,41.675991
CONFIRMED,5.32667299,2.26,1007.0,242.97,5831.0,0.921,290.21518,41.77597
FALSE POSITIVE,0.741057213,26.67,1730.0,2128.29,5496.0,0.776,291.07126,38.999039
FALSE POSITIVE,2.988085455,21.81,1101.0,348.05,5497.0,0.809,294.07071,38.981331
FALSE POSITIVE,2.783883492,67.17,1934.0,3304.55,6028.0,2.147,295.94055,38.876389
FALSE POSITIVE,0.393727296,23.05,2216.0,5746.51,5628.0,0.808,294.61893,38.611889
CONFIRMED,8.17242644,3.29,858.0,127.95,5705.0,0.905,293.87363,38.922482
CANDIDATE,1295.362215,57.82,169.0,0.19,5609.0,1.048,291.03217,38.703911
CONFIRMED,13.0607936,1.45,734.0,68.66,5830.0,0.876,290.72867,37.252651
CANDIDATE,4.2989201,2.12,1046.0,283.62,5300.0,0.986,291.14249,37.061321
FALSE POSITIVE,25.9518461,22.32,521.0,17.37,5372.0,0.796,293.71075,38.983608
FALSE POSITIVE,25.9518536,24.6,494.0,14.09,5198.0,0.742,293.67657,38.991379
FALSE POSITIVE,5.68628739,4.5,1059.0,297.81,6052.0,0.956,290.77863,37.564079
FALSE POSITIVE,15.663886949,27.36,1060.0,298.77,5996.0,2.221,289.87347,43.203838
FALSE POSITIVE,4.020628573,16.94,1232.0,543.92,6210.0,1.033,295.03925,44.191059
CANDIDATE,5.714817603,9.29,943.0,187.27,5695.0,0.842,299.78632,44.16954
FALSE POSITIVE,185.02288222,49.82,379.0,4.89,6025.0,1.367,296.30942,44.165741
FALSE POSITIVE,2.897432135,14.35,2170.0,5240.0,5970.0,2.994,300.867,44.14529
CONFIRMED,8.70420525,2.86,748.0,74.13,5074.0,0.863,287.5932,44.17942
CONFIRMED,8.1280933,1.39,875.0,138.51,5831.0,0.921,290.21518,41.77597
CANDIDATE,2.83668931,1.19,1242.0,562.48,5831.0,0.921,290.21518,41.77597
CONFIRMED,0.974868896,1.16,1612.0,1605.87,5487.0,0.832,291.43329,41.703442
CONFIRMED,4.89721006,1.48,904.0,157.93,5093.0,0.847,287.27264,41.635559
FALSE POSITIVE,2.757794163,20.05,1231.0,542.43,5747.0,0.891,282.60336,44.28698
FALSE POSITIVE,1.914158508,13.63,1646.0,1730.47,6289.0,1.118,301.01672,44.233841
FALSE POSITIVE,3.98216698,3.32,1374.0,842.48,5570.0,1.548,292.92276,38.47728
FALSE POSITIVE,0.643794198,19.51,2011.0,3852.91,5958.0,0.83,292.35287,38.942471
CONFIRMED,16.08832318,3.42,875.0,138.64,6157.0,1.33,292.47971,38.514919
CONFIRMED,10.30067919,2.2,1015.0,251.55,6157.0,1.33,292.47971,38.514919
CONFIRMED,35.6757453,3.02,671.0,47.96,6157.0,1.33,292.47971,38.514919
CANDIDATE,1.00861677,,,,,,292.47971,38.514919
FALSE POSITIVE,161.78832712,36.14,375.0,4.68,6018.0,1.212,291.38269,37.07299
CONFIRMED,16.56806842,2.54,548.0,21.27,4987.0,0.716,292.46976,37.567791
CONFIRMED,47.3329299,2.18,386.0,5.25,4987.0,0.716,292.46976,37.567791
FALSE POSITIVE,0.856895349,0.82,1881.0,2960.82,6021.0,0.873,291.07446,37.744389
CONFIRMED,40.8065333,3.71,772.0,83.75,6207.0,2.097,292.04462,37.37624
CONFIRMED,2.46697039,1.56,1139.0,398.42,5074.0,0.863,287.5932,44.17942
CANDIDATE,2.624234833,5.11,1164.0,434.31,5340.0,0.899,288.0383,50.651611
CONFIRMED,6.61836309,2.98,1066.0,304.65,5529.0,1.294,294.48438,44.166908
CONFIRMED,107.7214092,4.75,421.0,7.39,5529.0,1.294,294.48438,44.166908
CANDIDATE,92.77779,1.92,410.0,6.7,5888.0,1.019,294.48438,44.166908
FALSE POSITIVE,5.251916208,37.15,952.0,194.17,5542.0,0.872,294.99734,44.321388
CONFIRMED,9.673958488,2.63,736.0,69.42,5192.0,0.873,299.13922,40.94902
FALSE POSITIVE,100.3039228,29.55,313.0,2.26,5055.0,0.772,284.51962,44.453941
FALSE POSITIVE,200.61103346,,,,,,284.51962,44.453941
FALSE POSITIVE,0.986620248,43.98,2308.0,6719.67,6243.0,1.385,301.40067,44.318039
FALSE POSITIVE,1.63484631,,,17098.4,,,298.21188,44.324638
CONFIRMED,14.12847677,2.73,739.0,70.5,5779.0,0.974,293.56815,39.03632
CONFIRMED,48.6478543,4.14,489.0,13.57,5779.0,0.974,293.56815,39.03632
CONFIRMED,8.39842977,2.0,984.0,221.66,6309.0,1.044,290.0004,38.53989
CONFIRMED,8.63847391,5.99,1419.0,958.35,5684.0,3.046,295.97516,38.94664
CANDIDATE,422.917678,5.89,292.0,1.73,5796.0,1.444,293.95459,38.899971
CONFIRMED,140.10765,3.42,511.0,16.17,6207.0,2.097,292.04462,37.37624
CONFIRMED,3.4815917,1.17,1156.0,421.61,5405.0,1.022,290.68225,37.35511
FALSE POSITIVE,8.360616221,40.35,1263.0,601.6,5463.0,2.445,290.32791,37.726742
FALSE POSITIVE,1.838514968,4.86,1426.0,974.1,5751.0,0.94,292.89935,37.656059
CONFIRMED,35.61760233,5.17,456.0,10.19,5123.0,0.779,288.4165,41.0298
FALSE POSITIVE,1.09206833,1.29,1611.0,1588.89,5639.0,0.859,295.51108,44.109261
CONFIRMED,10.12805158,1.95,767.0,81.77,5676.0,0.82,290.5036,44.143581
FALSE POSITIVE,1.613001111,1.25,1680.0,1878.1,5580.0,1.205,300.32898,44.151119
CONFIRMED,3.770551475,12.05,1302.0,679.75,6322.0,1.075,291.27563,47.329491
FALSE POSITIVE,1.343767797,18.66,2654.0,11675.38,6324.0,2.312,299.70078,47.291752
FALSE POSITIVE,29.12436474,15.25,356.0,3.81,4457.0,0.481,297.39066,47.255711
FALSE POSITIVE,31.82814583,35.8,564.0,23.97,5908.0,0.92,284.99738,44.410198
FALSE POSITIVE,3.629442796,3.28,1434.0,1001.35,6506.0,1.217,296.29196,44.33226
FALSE POSITIVE,0.553261874,97.36,3689.0,43709.08,5679.0,3.142,301.47577,44.319759
CONFIRMED,5.72812616,1.38,569.0,24.74,3968.0,0.548,282.72406,44.34647
CONFIRMED,3.75574267,1.58,977.0,215.46,5311.0,0.788,287.47742,44.237511
FALSE POSITIVE,7.44042933,2.74,883.0,144.12,5815.0,0.877,296.30762,44.21146
CONFIRMED,6.581477136,4.56,881.0,142.63,5188.0,0.973,297.31598,46.023258
CONFIRMED,24.669192732,77.76,1485.0,1150.61,5313.0,9.327,297.00943,50.372318
CONFIRMED,2.382652873,2.74,1237.0,553.53,5188.0,0.973,297.31598,46.023258
CONFIRMED,24.66461416,5.34,567.0,24.53,5188.0,0.973,297.31598,46.023258
CONFIRMED,11.51517167,2.9,657.0,43.96,5177.0,0.798,284.68887,46.172249
CONFIRMED,7.641567589,4.91,899.0,154.25,5356.0,1.055,298.07944,44.746319
FALSE POSITIVE,30.6113932,19.68,317.0,2.38,3900.0,0.534,299.65094,40.973282
CONFIRMED,7.40742502,2.01,938.0,183.15,5922.0,0.961,292.26291,37.236992
FALSE POSITIVE,569.934135,38.98,296.0,1.81,5367.0,2.057,291.69672,37.238041
FALSE POSITIVE,5.09246539,1.17,844.0,119.7,5037.0,0.751,291.15338,36.678841
FALSE POSITIVE,110.61576622,,,,,,291.35403,36.784519
FALSE POSITIVE,1.103971357,1.37,1471.0,1109.79,5409.0,0.746,289.71466,47.34222
CONFIRMED,10.916108342,3.93,758.0,78.19,5575.0,0.932,291.14807,40.669399
CONFIRMED,3.353732008,1.65,615.0,33.76,3789.0,0.46,299.83041,47.157459
CONFIRMED,6.877446033,2.05,484.0,12.95,3789.0,0.46,299.83041,47.157459
CONFIRMED,28.46464804,1.87,301.0,1.95,3789.0,0.46,299.83041,47.157459
FALSE POSITIVE,0.293630085,26.35,2503.0,9283.34,5665.0,0.843,296.33435,47.14558
CONFIRMED,42.89645024,2.0,448.0,9.54,5192.0,0.873,299.13922,40.94902
FALSE POSITIVE,2.44199803,1.44,1282.0,638.05,5970.0,0.796,292.85965,44.200642
CANDIDATE,30.5872153,2.32,621.0,35.08,5944.0,1.082,296.54861,44.264671
CONFIRMED,7.09712124,0.74,425.0,7.73,3569.0,0.389,285.62854,44.31089
FALSE POSITIVE,2.6827683,1.19,1551.0,1366.57,6180.0,1.223,291.89075,44.223728
CONFIRMED,3.601465336,2.31,996.0,232.65,5052.0,0.855,285.39133,46.180939
FALSE POSITIVE,3.108251172,4.43,1096.0,340.69,5330.0,0.847,294.79974,46.207569
CONFIRMED,25.8474958,2.4,672.0,48.23,6297.0,1.031,297.9516,46.264721
CONFIRMED,40.715561,2.7,578.0,26.34,6297.0,1.031,297.9516,46.264721
FALSE POSITIVE,20.42720701,4.42,674.0,48.72,6014.0,0.958,296.65915,46.382172
FALSE POSITIVE,6.198273591,19.81,985.0,222.23,6038.0,0.898,297.62027,40.943089
FALSE POSITIVE,1.023471798,3.78,1727.0,2103.09,5741.0,0.893,300.45575,43.934349
FALSE POSITIVE,0.51872711,19.07,1965.0,3537.27,5572.0,0.762,293.38556,41.349819
CONFIRMED,17.31711739,2.04,454.0,10.07,4719.0,0.502,299.89722,43.903912
CONFIRMED,9.42889884,4.39,1163.0,432.9,5897.0,1.86,289.09689,44.004379
FALSE POSITIVE,1.096583368,1.35,1474.0,1119.9,5222.0,0.763,297.78802,47.10107
CANDIDATE,9.95639775,28.15,905.0,158.42,6161.0,1.053,294.76855,47.13279
CONFIRMED,6.50327035,1.67,804.0,98.81,4999.0,0.843,292.14447,47.157349
CONFIRMED,4.09667624,1.42,938.0,182.9,4999.0,0.843,292.14447,47.157349
CONFIRMED,1.196548464,1.25,1414.0,945.12,4999.0,0.843,292.14447,47.157349
CONFIRMED,11.47609015,2.07,984.0,221.34,6071.0,1.41,282.2001,44.422298
CONFIRMED,25.2630467,1.71,756.0,77.24,6071.0,1.41,282.2001,44.422298
FALSE POSITIVE,7.1688266,,,,,,284.38562,44.391289
CONFIRMED,0.677374687,0.9,2099.0,4572.56,5718.0,1.037,281.76639,44.292549
CONFIRMED,10.43547031,1.22,759.0,78.35,5528.0,0.853,283.00296,44.284229
CONFIRMED,7.41084314,0.94,850.0,123.4,5528.0,0.853,283.00296,44.284229
CONFIRMED,28.59914031,1.83,298.0,1.87,3755.0,0.461,291.86285,46.42926
CONFIRMED,24.58716355,2.37,530.0,18.72,5474.0,0.749,287.56967,46.56786
FALSE POSITIVE,34.193600311,21.95,778.0,86.74,6129.0,1.786,297.36032,40.42981
CONFIRMED,12.53248222,3.24,775.0,85.15,5997.0,0.904,290.06799,46.57914
CANDIDATE,31.201692472,8.31,286.0,1.59,3748.0,0.449,292.65704,46.537338
CONFIRMED,13.19720694,4.18,642.0,40.03,4954.0,0.885,294.06848,46.57933
CONFIRMED,14.85890852,5.94,720.0,63.52,5356.0,1.055,298.07944,44.746319
CONFIRMED,4.08897299,2.36,1537.0,1317.96,5897.0,1.86,289.09689,44.004379
FALSE POSITIVE,2.866680334,2.93,1045.0,282.64,5238.0,0.764,295.4722,44.077381
CONFIRMED,17.44486016,3.24,679.0,50.32,5568.0,0.966,294.84384,44.077679
FALSE POSITIVE,8.30697421,37.99,1246.0,570.93,5300.0,2.124,297.49332,44.051868
FALSE POSITIVE,2.49705175,,,,,,296.48187,44.009151
CONFIRMED,7.33685101,1.52,875.0,138.46,5795.0,0.848,297.39319,47.164631
FALSE POSITIVE,22.65117451,7.62,855.0,126.57,6968.0,1.333,290.10333,39.781631
FALSE POSITIVE,1.204274435,1.19,1564.0,1413.91,5668.0,0.849,294.59613,47.197449
CONFIRMED,7.71790675,0.9,502.0,15.01,3975.0,0.509,281.05011,47.188148
CONFIRMED,27.6652847,2.21,641.0,39.94,6036.0,1.017,283.1846,47.15567
FALSE POSITIVE,0.948950734,36.87,2103.0,4636.91,6307.0,1.133,293.24384,38.27327
CONFIRMED,14.55730897,4.32,879.0,141.0,5774.0,1.412,286.6301,38.945599
FALSE POSITIVE,4.722254104,14.45,557.0,22.67,3801.0,0.488,296.69562,47.327309
FALSE POSITIVE,0.635069939,57.77,2351.0,7193.72,6340.0,1.058,296.32028,47.40657
CANDIDATE,6.810823723,26.06,1626.0,1656.16,7226.0,2.079,299.10281,47.377781
FALSE POSITIVE,0.933746515,25.54,1508.0,1222.25,5252.0,0.716,292.83301,47.495529
FALSE POSITIVE,1.872421727,5.65,1298.0,672.92,5337.0,0.825,281.5238,47.755341
CONFIRMED,33.6528474,3.05,470.0,11.5,4954.0,0.885,294.06848,46.57933
CONFIRMED,5.90127815,1.94,514.0,16.54,3731.0,0.498,297.84241,46.574268
CONFIRMED,8.75209691,1.83,451.0,9.76,3731.0,0.498,297.84241,46.574268
CONFIRMED,22.78078241,2.17,328.0,2.73,3731.0,0.498,297.84241,46.574268
CONFIRMED,2.896005211,1.23,652.0,42.53,3731.0,0.498,297.84241,46.574268
CONFIRMED,0.742957911,1.47,1026.0,262.51,3731.0,0.498,297.84241,46.574268
FALSE POSITIVE,54.35635067,38.81,566.0,24.18,6161.0,1.255,292.93085,37.60664
FALSE POSITIVE,0.54624855,18.93,1837.0,2677.36,5414.0,0.714,287.13388,37.83926
CONFIRMED,18.82744023,2.7,632.0,37.82,5687.0,0.86,292.26813,37.955639
FALSE POSITIVE,8.4120069,1.71,590.0,28.69,4502.0,0.621,291.85382,37.74192
CONFIRMED,5.747711909,1.86,641.0,40.07,4252.0,0.632,291.90326,37.90229
CONFIRMED,3.504691252,2.03,1165.0,435.21,5356.0,1.055,298.07944,44.746319
